itemset	entry	name
766	40802	Hateful Gladiator's Scaled Gauntlets
766	40805	Deadly Gladiator's Scaled Gauntlets
766	40808	Furious Gladiator's Scaled Gauntlets
766	40812	Relentless Gladiator's Scaled Gauntlets
766	40818	Savage Gladiator's Scaled Helm
766	40821	Hateful Gladiator's Scaled Helm
766	40825	Deadly Gladiator's Scaled Helm
766	40828	Furious Gladiator's Scaled Helm
766	40831	Relentless Gladiator's Scaled Helm
766	40838	Savage Gladiator's Scaled Legguards
766	40842	Hateful Gladiator's Scaled Legguards
766	40846	Deadly Gladiator's Scaled Legguards
766	40849	Furious Gladiator's Scaled Legguards
766	40852	Relentless Gladiator's Scaled Legguards
766	40858	Savage Gladiator's Scaled Shoulders
766	40861	Hateful Gladiator's Scaled Shoulders
766	40864	Deadly Gladiator's Scaled Shoulders
766	40869	Furious Gladiator's Scaled Shoulders
766	40872	Relentless Gladiator's Scaled Shoulders
766	51474	Wrathful Gladiator's Scaled Chestpiece
766	51475	Wrathful Gladiator's Scaled Gauntlets
766	51476	Wrathful Gladiator's Scaled Helm
766	51477	Wrathful Gladiator's Scaled Legguards
766	51479	Wrathful Gladiator's Scaled Shoulders
767	40898	Savage Gladiator's Ornamented Chestguard
767	40904	Hateful Gladiator's Ornamented Chestguard
767	40905	Deadly Gladiator's Ornamented Chestguard
767	40907	Furious Gladiator's Ornamented Chestguard
767	40910	Relentless Gladiator's Ornamented Chestguard
767	40918	Savage Gladiator's Ornamented Gloves
767	40925	Hateful Gladiator's Ornamented Gloves
767	40926	Deadly Gladiator's Ornamented Gloves
767	40927	Furious Gladiator's Ornamented Gloves
767	40928	Relentless Gladiator's Ornamented Gloves
767	40930	Savage Gladiator's Ornamented Headcover
767	40931	Hateful Gladiator's Ornamented Headcover
767	40932	Deadly Gladiator's Ornamented Headcover
767	40933	Furious Gladiator's Ornamented Headcover
767	40934	Relentless Gladiator's Ornamented Headcover
767	40936	Savage Gladiator's Ornamented Legplates
767	40937	Hateful Gladiator's Ornamented Legplates
767	40938	Deadly Gladiator's Ornamented Legplates
767	40939	Furious Gladiator's Ornamented Legplates
767	40940	Relentless Gladiator's Ornamented Legplates
767	40960	Savage Gladiator's Ornamented Spaulders
767	40961	Hateful Gladiator's Ornamented Spaulders
767	40962	Deadly Gladiator's Ornamented Spaulders
767	40963	Furious Gladiator's Ornamented Spaulders
767	40964	Relentless Gladiator's Ornamented Spaulders
767	51468	Wrathful Gladiator's Ornamented Chestguard
767	51469	Wrathful Gladiator's Ornamented Gloves
767	51470	Wrathful Gladiator's Ornamented Headcover
767	51471	Wrathful Gladiator's Ornamented Legplates
767	51473	Wrathful Gladiator's Ornamented Spaulders
768	40779	Savage Gladiator's Dreadplate Chestpiece
768	40781	Hateful Gladiator's Dreadplate Chestpiece
768	40784	Deadly Gladiator's Dreadplate Chestpiece
768	40787	Furious Gladiator's Dreadplate Chestpiece
768	40791	Relentless Gladiator's Dreadplate Chestpiece
768	40799	Savage Gladiator's Dreadplate Gauntlets
768	40803	Hateful Gladiator's Dreadplate Gauntlets
768	40806	Deadly Gladiator's Dreadplate Gauntlets
768	40809	Furious Gladiator's Dreadplate Gauntlets
768	40811	Relentless Gladiator's Dreadplate Gauntlets
768	40817	Savage Gladiator's Dreadplate Helm
768	40820	Hateful Gladiator's Dreadplate Helm
768	40824	Deadly Gladiator's Dreadplate Helm
768	40827	Furious Gladiator's Dreadplate Helm
768	40830	Relentless Gladiator's Dreadplate Helm
768	40837	Savage Gladiator's Dreadplate Legguards
768	40841	Hateful Gladiator's Dreadplate Legguards
768	40845	Deadly Gladiator's Dreadplate Legguards
768	40848	Furious Gladiator's Dreadplate Legguards
768	40851	Relentless Gladiator's Dreadplate Legguards
768	40857	Savage Gladiator's Dreadplate Shoulders
768	40860	Hateful Gladiator's Dreadplate Shoulders
768	40863	Deadly Gladiator's Dreadplate Shoulders
768	40868	Furious Gladiator's Dreadplate Shoulders
768	40871	Relentless Gladiator's Dreadplate Shoulders
768	42654	Hateful Gladiator's Dreadplate Chestpiece
768	42655	Hateful Gladiator's Dreadplate Gauntlets
768	42656	Hateful Gladiator's Dreadplate Helm
768	42657	Hateful Gladiator's Dreadplate Legguards
768	42658	Hateful Gladiator's Dreadplate Shoulders
768	51413	Wrathful Gladiator's Dreadplate Chestpiece
768	51414	Wrathful Gladiator's Dreadplate Gauntlets
768	51415	Wrathful Gladiator's Dreadplate Helm
768	51416	Wrathful Gladiator's Dreadplate Legguards
768	51418	Wrathful Gladiator's Dreadplate Shoulders
769	40987	Savage Gladiator's Mail Armor
769	40989	Hateful Gladiator's Mail Armor
769	40991	Deadly Gladiator's Mail Armor
769	40993	Furious Gladiator's Mail Armor
769	40995	Relentless Gladiator's Mail Armor
769	41004	Savage Gladiator's Mail Gauntlets
769	41005	Hateful Gladiator's Mail Gauntlets
769	41006	Deadly Gladiator's Mail Gauntlets
769	41007	Furious Gladiator's Mail Gauntlets
769	41008	Relentless Gladiator's Mail Gauntlets
769	41016	Savage Gladiator's Mail Helm
769	41017	Hateful Gladiator's Mail Helm
769	41018	Deadly Gladiator's Mail Helm
769	41019	Furious Gladiator's Mail Helm
769	41020	Relentless Gladiator's Mail Helm
769	41030	Savage Gladiator's Mail Leggings
769	41031	Hateful Gladiator's Mail Leggings
769	41032	Deadly Gladiator's Mail Leggings
769	41033	Furious Gladiator's Mail Leggings
769	41034	Relentless Gladiator's Mail Leggings
769	41041	Savage Gladiator's Mail Spaulders
769	41042	Hateful Gladiator's Mail Spaulders
769	41043	Deadly Gladiator's Mail Spaulders
769	41044	Furious Gladiator's Mail Spaulders
769	41045	Relentless Gladiator's Mail Spaulders
769	51509	Wrathful Gladiator's Mail Armor
769	51510	Wrathful Gladiator's Mail Gauntlets
769	51511	Wrathful Gladiator's Mail Helm
769	51512	Wrathful Gladiator's Mail Leggings
769	51514	Wrathful Gladiator's Mail Spaulders
770	41078	Savage Gladiator's Linked Armor
770	41079	Hateful Gladiator's Linked Armor
770	41080	Deadly Gladiator's Linked Armor
770	41081	Furious Gladiator's Linked Armor
770	41082	Relentless Gladiator's Linked Armor
770	41134	Savage Gladiator's Linked Gauntlets
770	41135	Hateful Gladiator's Linked Gauntlets
770	41136	Deadly Gladiator's Linked Gauntlets
770	41137	Furious Gladiator's Linked Gauntlets
770	41138	Relentless Gladiator's Linked Gauntlets
770	41148	Savage Gladiator's Linked Helm
770	41149	Hateful Gladiator's Linked Helm
770	41150	Deadly Gladiator's Linked Helm
770	41151	Furious Gladiator's Linked Helm
770	41152	Relentless Gladiator's Linked Helm
770	41160	Savage Gladiator's Linked Leggings
770	41162	Hateful Gladiator's Linked Leggings
770	41198	Deadly Gladiator's Linked Leggings
770	41199	Furious Gladiator's Linked Leggings
770	41200	Relentless Gladiator's Linked Leggings
770	41208	Savage Gladiator's Linked Spaulders
770	41209	Hateful Gladiator's Linked Spaulders
770	41210	Deadly Gladiator's Linked Spaulders
770	41211	Furious Gladiator's Linked Spaulders
770	41212	Relentless Gladiator's Linked Spaulders
770	51503	Wrathful Gladiator's Linked Armor
770	51504	Wrathful Gladiator's Linked Gauntlets
770	51505	Wrathful Gladiator's Linked Helm
770	51506	Wrathful Gladiator's Linked Leggings
770	51508	Wrathful Gladiator's Linked Spaulders
771	40986	Savage Gladiator's Ringmail Armor
771	40988	Hateful Gladiator's Ringmail Armor
771	40990	Deadly Gladiator's Ringmail Armor
771	40992	Furious Gladiator's Ringmail Armor
771	40994	Relentless Gladiator's Ringmail Armor
771	40998	Savage Gladiator's Ringmail Gauntlets
771	40999	Hateful Gladiator's Ringmail Gauntlets
771	41000	Deadly Gladiator's Ringmail Gauntlets
771	41001	Furious Gladiator's Ringmail Gauntlets
771	41002	Relentless Gladiator's Ringmail Gauntlets
771	41010	Savage Gladiator's Ringmail Helm
771	41011	Hateful Gladiator's Ringmail Helm
771	41012	Deadly Gladiator's Ringmail Helm
771	41013	Furious Gladiator's Ringmail Helm
771	41014	Relentless Gladiator's Ringmail Helm
771	41023	Savage Gladiator's Ringmail Leggings
771	41024	Savage Gladiator's Ringmail Spaulders
771	41025	Hateful Gladiator's Ringmail Leggings
771	41026	Deadly Gladiator's Ringmail Leggings
771	41027	Furious Gladiator's Ringmail Leggings
771	41028	Relentless Gladiator's Ringmail Leggings
771	41036	Hateful Gladiator's Ringmail Spaulders
771	41037	Deadly Gladiator's Ringmail Spaulders
771	41038	Furious Gladiator's Ringmail Spaulders
771	41039	Relentless Gladiator's Ringmail Spaulders
771	51497	Wrathful Gladiator's Ringmail Armor
771	51498	Wrathful Gladiator's Ringmail Gauntlets
771	51499	Wrathful Gladiator's Ringmail Helm
771	51500	Wrathful Gladiator's Ringmail Leggings
771	51502	Wrathful Gladiator's Ringmail Spaulders
772	41084	Savage Gladiator's Chain Armor
772	41085	Hateful Gladiator's Chain Armor
772	41086	Deadly Gladiator's Chain Armor
772	41087	Furious Gladiator's Chain Armor
772	41088	Relentless Gladiator's Chain Armor
772	41140	Savage Gladiator's Chain Gauntlets
772	41141	Hateful Gladiator's Chain Gauntlets
772	41142	Deadly Gladiator's Chain Gauntlets
772	41143	Furious Gladiator's Chain Gauntlets
772	41144	Relentless Gladiator's Chain Gauntlets
772	41154	Savage Gladiator's Chain Helm
772	41155	Hateful Gladiator's Chain Helm
772	41156	Deadly Gladiator's Chain Helm
772	41157	Furious Gladiator's Chain Helm
772	41158	Relentless Gladiator's Chain Helm
772	41202	Savage Gladiator's Chain Leggings
772	41203	Hateful Gladiator's Chain Leggings
772	41204	Deadly Gladiator's Chain Leggings
772	41205	Furious Gladiator's Chain Leggings
772	41206	Relentless Gladiator's Chain Leggings
772	41214	Savage Gladiator's Chain Spaulders
772	41215	Hateful Gladiator's Chain Spaulders
772	41216	Deadly Gladiator's Chain Spaulders
772	41217	Furious Gladiator's Chain Spaulders
772	41218	Relentless Gladiator's Chain Spaulders
772	51458	Wrathful Gladiator's Chain Armor
772	51459	Wrathful Gladiator's Chain Gauntlets
772	51460	Wrathful Gladiator's Chain Helm
772	51461	Wrathful Gladiator's Chain Leggings
772	51462	Wrathful Gladiator's Chain Spaulders
773	41268	Savage Gladiator's Kodohide Gloves
773	41269	Savage Gladiator's Kodohide Helm
773	41270	Savage Gladiator's Kodohide Legguards
773	41271	Savage Gladiator's Kodohide Spaulders
773	41272	Savage Gladiator's Kodohide Robes
773	41273	Hateful Gladiator's Kodohide Spaulders
773	41274	Deadly Gladiator's Kodohide Spaulders
773	41275	Furious Gladiator's Kodohide Spaulders
773	41276	Relentless Gladiator's Kodohide Spaulders
773	41284	Hateful Gladiator's Kodohide Gloves
773	41286	Deadly Gladiator's Kodohide Gloves
773	41287	Furious Gladiator's Kodohide Gloves
773	41288	Relentless Gladiator's Kodohide Gloves
773	41296	Hateful Gladiator's Kodohide Legguards
773	41297	Deadly Gladiator's Kodohide Legguards
773	41298	Furious Gladiator's Kodohide Legguards
773	41299	Relentless Gladiator's Kodohide Legguards
773	41308	Hateful Gladiator's Kodohide Robes
773	41309	Deadly Gladiator's Kodohide Robes
773	41310	Furious Gladiator's Kodohide Robes
773	41311	Relentless Gladiator's Kodohide Robes
773	41319	Hateful Gladiator's Kodohide Helm
773	41320	Deadly Gladiator's Kodohide Helm
773	41321	Furious Gladiator's Kodohide Helm
773	41322	Relentless Gladiator's Kodohide Helm
773	51419	Wrathful Gladiator's Kodohide Robes
773	51420	Wrathful Gladiator's Kodohide Gloves
773	51421	Wrathful Gladiator's Kodohide Helm
773	51422	Wrathful Gladiator's Kodohide Legguards
773	51424	Wrathful Gladiator's Kodohide Spaulders
774	41278	Savage Gladiator's Wyrmhide Spaulders
774	41279	Hateful Gladiator's Wyrmhide Spaulders
774	41280	Deadly Gladiator's Wyrmhide Spaulders
774	41281	Furious Gladiator's Wyrmhide Spaulders
774	41282	Relentless Gladiator's Wyrmhide Spaulders
774	41290	Savage Gladiator's Wyrmhide Gloves
774	41291	Hateful Gladiator's Wyrmhide Gloves
774	41292	Deadly Gladiator's Wyrmhide Gloves
774	41293	Furious Gladiator's Wyrmhide Gloves
774	41294	Relentless Gladiator's Wyrmhide Gloves
774	41301	Savage Gladiator's Wyrmhide Legguards
774	41302	Hateful Gladiator's Wyrmhide Legguards
774	41303	Deadly Gladiator's Wyrmhide Legguards
774	41304	Furious Gladiator's Wyrmhide Legguards
774	41305	Relentless Gladiator's Wyrmhide Legguards
774	41313	Savage Gladiator's Wyrmhide Robes
774	41314	Hateful Gladiator's Wyrmhide Robes
774	41315	Deadly Gladiator's Wyrmhide Robes
774	41316	Furious Gladiator's Wyrmhide Robes
774	41317	Relentless Gladiator's Wyrmhide Robes
774	41324	Savage Gladiator's Wyrmhide Helm
774	41325	Hateful Gladiator's Wyrmhide Helm
774	41326	Deadly Gladiator's Wyrmhide Helm
774	41327	Furious Gladiator's Wyrmhide Helm
774	41328	Relentless Gladiator's Wyrmhide Helm
774	51433	Wrathful Gladiator's Wyrmhide Robes
774	51434	Wrathful Gladiator's Wyrmhide Gloves
774	51435	Wrathful Gladiator's Wyrmhide Helm
774	51436	Wrathful Gladiator's Wyrmhide Legguards
774	51438	Wrathful Gladiator's Wyrmhide Spaulders
775	41658	Savage Gladiator's Dragonhide Robes
775	41659	Hateful Gladiator's Dragonhide Robes
775	41660	Deadly Gladiator's Dragonhide Robes
775	41661	Furious Gladiator's Dragonhide Robes
775	41662	Relentless Gladiator's Dragonhide Robes
775	41664	Savage Gladiator's Dragonhide Legguards
775	41665	Hateful Gladiator's Dragonhide Legguards
775	41666	Deadly Gladiator's Dragonhide Legguards
775	41667	Furious Gladiator's Dragonhide Legguards
775	41668	Relentless Gladiator's Dragonhide Legguards
775	41675	Savage Gladiator's Dragonhide Helm
775	41676	Hateful Gladiator's Dragonhide Helm
775	41677	Deadly Gladiator's Dragonhide Helm
775	41678	Furious Gladiator's Dragonhide Helm
775	41679	Relentless Gladiator's Dragonhide Helm
775	41712	Savage Gladiator's Dragonhide Spaulders
775	41713	Hateful Gladiator's Dragonhide Spaulders
775	41714	Deadly Gladiator's Dragonhide Spaulders
775	41715	Furious Gladiator's Dragonhide Spaulders
775	41716	Relentless Gladiator's Dragonhide Spaulders
775	41770	Savage Gladiator's Dragonhide Gloves
775	41771	Hateful Gladiator's Dragonhide Gloves
775	41772	Deadly Gladiator's Dragonhide Gloves
775	41773	Furious Gladiator's Dragonhide Gloves
775	41774	Relentless Gladiator's Dragonhide Gloves
775	51425	Wrathful Gladiator's Dragonhide Robes
775	51426	Wrathful Gladiator's Dragonhide Gloves
775	51427	Wrathful Gladiator's Dragonhide Helm
775	51428	Wrathful Gladiator's Dragonhide Legguards
775	51430	Wrathful Gladiator's Dragonhide Spaulders
776	41643	Savage Gladiator's Leather Gloves
776	41644	Savage Gladiator's Leather Helm
776	41645	Savage Gladiator's Leather Legguards
776	41646	Savage Gladiator's Leather Spaulders
776	41647	Savage Gladiator's Leather Tunic
776	41648	Hateful Gladiator's Leather Tunic
776	41649	Deadly Gladiator's Leather Tunic
776	41650	Furious Gladiator's Leather Tunic
776	41651	Relentless Gladiator's Leather Tunic
776	41653	Hateful Gladiator's Leather Legguards
776	41654	Deadly Gladiator's Leather Legguards
776	41655	Furious Gladiator's Leather Legguards
776	41656	Relentless Gladiator's Leather Legguards
776	41670	Hateful Gladiator's Leather Helm
776	41671	Deadly Gladiator's Leather Helm
776	41672	Furious Gladiator's Leather Helm
776	41673	Relentless Gladiator's Leather Helm
776	41681	Hateful Gladiator's Leather Spaulders
776	41682	Deadly Gladiator's Leather Spaulders
776	41683	Furious Gladiator's Leather Spaulders
776	41684	Relentless Gladiator's Leather Spaulders
776	41765	Hateful Gladiator's Leather Gloves
776	41766	Deadly Gladiator's Leather Gloves
776	41767	Furious Gladiator's Leather Gloves
776	41768	Relentless Gladiator's Leather Gloves
776	51492	Wrathful Gladiator's Leather Tunic
776	51493	Wrathful Gladiator's Leather Gloves
776	51494	Wrathful Gladiator's Leather Helm
776	51495	Wrathful Gladiator's Leather Legguards
776	51496	Wrathful Gladiator's Leather Spaulders
777	41847	Savage Gladiator's Mooncloth Gloves
777	41848	Savage Gladiator's Mooncloth Hood
777	41849	Savage Gladiator's Mooncloth Leggings
777	41850	Savage Gladiator's Mooncloth Mantle
777	41851	Savage Gladiator's Mooncloth Robe
777	41852	Hateful Gladiator's Mooncloth Hood
777	41853	Deadly Gladiator's Mooncloth Hood
777	41854	Furious Gladiator's Mooncloth Hood
777	41855	Relentless Gladiator's Mooncloth Hood
777	41857	Hateful Gladiator's Mooncloth Robe
777	41858	Deadly Gladiator's Mooncloth Robe
777	41859	Furious Gladiator's Mooncloth Robe
777	41860	Relentless Gladiator's Mooncloth Robe
777	41862	Hateful Gladiator's Mooncloth Leggings
777	41863	Deadly Gladiator's Mooncloth Leggings
777	41864	Furious Gladiator's Mooncloth Leggings
777	41865	Relentless Gladiator's Mooncloth Leggings
777	41867	Hateful Gladiator's Mooncloth Mantle
777	41868	Deadly Gladiator's Mooncloth Mantle
777	41869	Furious Gladiator's Mooncloth Mantle
777	41870	Relentless Gladiator's Mooncloth Mantle
777	41872	Hateful Gladiator's Mooncloth Gloves
777	41873	Deadly Gladiator's Mooncloth Gloves
777	41874	Furious Gladiator's Mooncloth Gloves
777	41875	Relentless Gladiator's Mooncloth Gloves
777	51482	Wrathful Gladiator's Mooncloth Robe
777	51483	Wrathful Gladiator's Mooncloth Gloves
777	51484	Wrathful Gladiator's Mooncloth Hood
777	51485	Wrathful Gladiator's Mooncloth Leggings
777	51486	Wrathful Gladiator's Mooncloth Mantle
778	41912	Savage Gladiator's Satin Hood
778	41913	Hateful Gladiator's Satin Hood
778	41914	Deadly Gladiator's Satin Hood
778	41915	Furious Gladiator's Satin Hood
778	41916	Relentless Gladiator's Satin Hood
778	41918	Savage Gladiator's Satin Robe
778	41919	Hateful Gladiator's Satin Robe
778	41920	Deadly Gladiator's Satin Robe
778	41921	Furious Gladiator's Satin Robe
778	41922	Relentless Gladiator's Satin Robe
778	41924	Savage Gladiator's Satin Leggings
778	41925	Hateful Gladiator's Satin Leggings
778	41926	Deadly Gladiator's Satin Leggings
778	41927	Furious Gladiator's Satin Leggings
778	41928	Relentless Gladiator's Satin Leggings
778	41930	Savage Gladiator's Satin Mantle
778	41931	Hateful Gladiator's Satin Mantle
778	41933	Deadly Gladiator's Satin Mantle
778	41934	Furious Gladiator's Satin Mantle
778	41935	Relentless Gladiator's Satin Mantle
778	41937	Savage Gladiator's Satin Gloves
778	41938	Hateful Gladiator's Satin Gloves
778	41939	Deadly Gladiator's Satin Gloves
778	41940	Furious Gladiator's Satin Gloves
778	41941	Relentless Gladiator's Satin Gloves
778	51487	Wrathful Gladiator's Satin Robe
778	51488	Wrathful Gladiator's Satin Gloves
778	51489	Wrathful Gladiator's Satin Hood
778	51490	Wrathful Gladiator's Satin Leggings
778	51491	Wrathful Gladiator's Satin Mantle
779	41943	Savage Gladiator's Silk Cowl
779	41944	Hateful Gladiator's Silk Cowl
779	41945	Deadly Gladiator's Silk Cowl
779	41946	Furious Gladiator's Silk Cowl
779	41947	Relentless Gladiator's Silk Cowl
779	41949	Savage Gladiator's Silk Raiment
779	41950	Hateful Gladiator's Silk Raiment
779	41951	Deadly Gladiator's Silk Raiment
779	41953	Furious Gladiator's Silk Raiment
779	41954	Relentless Gladiator's Silk Raiment
779	41956	Savage Gladiator's Silk Trousers
779	41957	Hateful Gladiator's Silk Trousers
779	41958	Deadly Gladiator's Silk Trousers
779	41959	Furious Gladiator's Silk Trousers
779	41960	Relentless Gladiator's Silk Trousers
779	41962	Savage Gladiator's Silk Amice
779	41963	Hateful Gladiator's Silk Amice
779	41964	Deadly Gladiator's Silk Amice
779	41965	Furious Gladiator's Silk Amice
779	41966	Relentless Gladiator's Silk Amice
779	41968	Savage Gladiator's Silk Handguards
779	41969	Hateful Gladiator's Silk Handguards
779	41970	Deadly Gladiator's Silk Handguards
779	41971	Furious Gladiator's Silk Handguards
779	41972	Relentless Gladiator's Silk Handguards
779	51463	Wrathful Gladiator's Silk Raiment
779	51464	Wrathful Gladiator's Silk Handguards
779	51465	Wrathful Gladiator's Silk Cowl
779	51466	Wrathful Gladiator's Silk Trousers
779	51467	Wrathful Gladiator's Silk Amice
780	41990	Savage Gladiator's Felweave Cowl
780	41991	Hateful Gladiator's Felweave Cowl
780	41992	Deadly Gladiator's Felweave Cowl
780	41993	Furious Gladiator's Felweave Cowl
780	41994	Relentless Gladiator's Felweave Cowl
780	41995	LK Arena 6 Warlock Helm
780	41996	Savage Gladiator's Felweave Raiment
780	41997	Deadly Gladiator's Felweave Raiment
780	41998	Furious Gladiator's Felweave Raiment
780	41999	Relentless Gladiator's Felweave Raiment
780	42000	LK Arena 6 Warlock Chest
780	42001	Hateful Gladiator's Felweave Raiment
780	42002	Savage Gladiator's Felweave Trousers
780	42003	Hateful Gladiator's Felweave Trousers
780	42004	Deadly Gladiator's Felweave Trousers
780	42005	Furious Gladiator's Felweave Trousers
780	42006	Relentless Gladiator's Felweave Trousers
780	42007	LK Arena 6 Warlock Legs
780	42008	Savage Gladiator's Felweave Amice
780	42009	Hateful Gladiator's Felweave Amice
780	42010	Deadly Gladiator's Felweave Amice
780	42011	Furious Gladiator's Felweave Amice
780	42012	Relentless Gladiator's Felweave Amice
780	42013	LK Arena 6 Warlock Shoulders
780	42014	Savage Gladiator's Felweave Handguards
780	42015	Hateful Gladiator's Felweave Handguards
780	42016	Deadly Gladiator's Felweave Handguards
780	42017	Furious Gladiator's Felweave Handguards
780	42018	Relentless Gladiator's Felweave Handguards
780	42019	LK Arena 6 Warlock Gloves
780	51536	Wrathful Gladiator's Felweave Raiment
780	51537	Wrathful Gladiator's Felweave Handguards
780	51538	Wrathful Gladiator's Felweave Cowl
780	51539	Wrathful Gladiator's Felweave Trousers
780	51540	Wrathful Gladiator's Felweave Amice
781	43072	Blessed Robe of Undead Cleansing
781	43073	Blessed Gloves of Undead Cleansing
781	43074	Blessed Mantle of Undead Cleansing
781	43075	Blessed Trousers of Undead Cleansing
782	43076	Blessed Tunic of Undead Slaying
782	43077	Blessed Shoulderpads of Undead Slaying
782	43078	Blessed Grips of Undead Slaying
782	43079	Blessed Leggings of Undead Slaying
783	43080	Blessed Hauberk of Undead Slaying
783	43081	Blessed Pauldrons of Undead Slaying
783	43082	Blessed Handguards of Undead Slaying
783	43083	Blessed Greaves of Undead Slaying
784	43068	Blessed Spaulders of Undead Slaying
784	43069	Blessed Breastplate of Undead Slaying
784	43070	Blessed Gauntlets of Undead Slaying
784	43071	Blessed Legplates of Undead Slaying
785	23324	Mantle of the Fire Festival
785	34683	Sandals of Summer
785	34685	Vestment of Summer
787	39610	Heroes' Dreadnaught Greathelm
787	39611	Heroes' Dreadnaught Breastplate
787	39612	Heroes' Dreadnaught Legguards
787	39613	Heroes' Dreadnaught Pauldrons
787	39622	Heroes' Dreadnaught Handguards
787	40544	Valorous Dreadnaught Breastplate
787	40545	Valorous Dreadnaught Handguards
787	40546	Valorous Dreadnaught Greathelm
787	40547	Valorous Dreadnaught Legguards
787	40548	Valorous Dreadnaught Pauldrons
787	43740	Heroes' Dreadnaught Breastplate
787	43742	Heroes' Dreadnaught Greathelm
787	43745	Heroes' Dreadnaught Legguards
787	43747	Heroes' Dreadnaught Pauldrons
788	39605	Heroes' Dreadnaught Helmet
788	39606	Heroes' Dreadnaught Battleplate
788	39607	Heroes' Dreadnaught Legplates
788	39608	Heroes' Dreadnaught Shoulderplates
788	39609	Heroes' Dreadnaught Gauntlets
788	40525	Valorous Dreadnaught Battleplate
788	40527	Valorous Dreadnaught Gauntlets
788	40528	Valorous Dreadnaught Helmet
788	40529	Valorous Dreadnaught Legplates
788	40530	Valorous Dreadnaught Shoulderplates
788	43739	Dreadnaught Battleplate
788	43741	Dreadnaught Gauntlets
788	43743	Heroes' Dreadnaught Gauntlets
788	43744	Dreadnaught Helmet
788	43746	Dreadnaught Legplates
788	43748	Dreadnaught Shoulderplates
789	39633	Heroes' Redemption Chestpiece
789	39634	Heroes' Redemption Gauntlets
789	39635	Heroes' Redemption Helm
789	39636	Heroes' Redemption Legplates
789	39637	Heroes' Redemption Shoulderplates
789	40574	Valorous Redemption Chestpiece
789	40575	Valorous Redemption Gauntlets
789	40576	Valorous Redemption Helm
789	40577	Valorous Redemption Legplates
789	40578	Valorous Redemption Shoulderplates
789	43794	Heroes' Redemption Chestpiece
789	43796	Heroes' Redemption Gauntlets
789	43801	Heroes' Redemption Helm
789	43803	Heroes' Redemption Legplates
789	43805	Heroes' Redemption Shoulderplates
790	39628	Heroes' Redemption Headpiece
790	39629	Heroes' Redemption Tunic
790	39630	Heroes' Redemption Greaves
790	39631	Heroes' Redemption Spaulders
790	39632	Heroes' Redemption Gloves
790	40569	Valorous Redemption Tunic
790	40570	Valorous Redemption Gloves
790	40571	Valorous Redemption Headpiece
790	40572	Valorous Redemption Greaves
790	40573	Valorous Redemption Spaulders
790	43797	Redemption Gloves
790	43798	Redemption Greaves
790	43800	Redemption Headpiece
790	43806	Redemption Spaulders
790	43807	Redemption Tunic
791	39638	Heroes' Redemption Breastplate
791	39639	Heroes' Redemption Handguards
791	39640	Heroes' Redemption Faceguard
791	39641	Heroes' Redemption Legguards
791	39642	Heroes' Redemption Shoulderguards
791	40579	Valorous Redemption Breastplate
791	40580	Valorous Redemption Handguards
791	40581	Valorous Redemption Faceguard
791	40583	Valorous Redemption Legguards
791	40584	Valorous Redemption Shoulderguards
791	43793	Heroes' Redemption Breastplate
791	43795	Heroes' Redemption Faceguard
791	43799	Heroes' Redemption Handguards
791	43802	Heroes' Redemption Legguards
791	43804	Heroes' Redemption Shoulderguards
792	39617	Heroes' Scourgeborne Battleplate
792	39618	Heroes' Scourgeborne Gauntlets
792	39619	Heroes' Scourgeborne Helmet
792	39620	Heroes' Scourgeborne Legplates
792	39621	Heroes' Scourgeborne Shoulderplates
792	40550	Valorous Scourgeborne Battleplate
792	40552	Valorous Scourgeborne Gauntlets
792	40554	Valorous Scourgeborne Helmet
792	40556	Valorous Scourgeborne Legplates
792	40557	Valorous Scourgeborne Shoulderplates
792	43809	Heroes' Scourgeborne Battleplate
792	43813	Heroes' Scourgeborne Gauntlets
792	43815	Heroes' Scourgeborne Helmet
792	43817	Heroes' Scourgeborne Legplates
792	43819	Heroes' Scourgeborne Shoulderplates
793	39623	Heroes' Scourgeborne Chestguard
793	39624	Heroes' Scourgeborne Handguards
793	39625	Heroes' Scourgeborne Faceguard
793	39626	Heroes' Scourgeborne Legguards
793	39627	Heroes' Scourgeborne Pauldrons
793	40559	Valorous Scourgeborne Chestguard
793	40563	Valorous Scourgeborne Handguards
793	40565	Valorous Scourgeborne Faceguard
793	40567	Valorous Scourgeborne Legguards
793	40568	Valorous Scourgeborne Pauldrons
793	43811	Heroes' Scourgeborne Chestguard
793	43812	Heroes' Scourgeborne Faceguard
793	43814	Heroes' Scourgeborne Handguards
793	43816	Heroes' Scourgeborne Legguards
793	43818	Heroes' Scourgeborne Pauldrons
794	39578	Heroes' Cryptstalker Headpiece
794	39579	Heroes' Cryptstalker Tunic
794	39580	Heroes' Cryptstalker Legguards
794	39581	Heroes' Cryptstalker Spaulders
794	39582	Heroes' Cryptstalker Handguards
794	40503	Valorous Cryptstalker Tunic
794	40504	Valorous Cryptstalker Handguards
794	40505	Valorous Cryptstalker Headpiece
794	40506	Valorous Cryptstalker Legguards
794	40507	Valorous Cryptstalker Spaulders
794	43734	Heroes' Cryptstalker Handguards
794	43735	Heroes' Cryptstalker Headpiece
794	43736	Heroes' Cryptstalker Legguards
794	43737	Heroes' Cryptstalker Spaulders
794	43738	Heroes' Cryptstalker Tunic
795	39597	Heroes' Earthshatter Chestguard
