itemset	entry	name	InventoryType
845	47804	Gul'dan's Hood of Triumph	1
845	48736	Gul'dan's Hood 	1
845	47793	Gul'dan's Shoulderpads of Triumph	3
845	47798	Gul'dan's Shoulderpads of Conquest	3
845	47807	Gul'dan's Shoulderpads of Triumph	3
845	48739	Gul'dan's Shoulderpads 	3
845	47795	Gul'dan's Leggings of Triumph	7
845	47800	Gul'dan's Leggings of Conquest	7
845	47805	Gul'dan's Leggings of Triumph	7
845	48737	Gul'dan's Leggings 	7
845	47797	Gul'dan's Gloves of Triumph	10
845	47802	Gul'dan's Gloves of Conquest	10
845	47803	Gul'dan's Gloves of Triumph	10
845	48735	Gul'dan's Gloves 	10
845	47794	Gul'dan's Robe of Triumph	20
845	47799	Gul'dan's Robe of Conquest	20
845	47806	Gul'dan's Robe of Triumph	20
845	48738	Gul'dan's Robe 	20
846	47778	Kel'Thuzad's Hood of Triumph	1
846	47784	Kel'Thuzad's Hood of Conquest	1
846	47789	Kel'Thuzad's Hood of Triumph	1
846	48741	Kel'Thuzad's Hood 	1
846	47781	Kel'Thuzad's Shoulderpads of Triumph	3
846	47787	Kel'Thuzad's Shoulderpads of Conquest	3
846	47792	Kel'Thuzad's Shoulderpads of Triumph	3
846	48744	Kel'Thuzad's Shoulderpads 	3
846	47780	Kel'Thuzad's Leggings of Triumph	7
846	47785	Kel'Thuzad's Leggings of Conquest	7
846	47790	Kel'Thuzad's Leggings of Triumph	7
846	48742	Kel'Thuzad's Leggings 	7
846	47782	Kel'Thuzad's Gloves of Triumph	10
846	47783	Kel'Thuzad's Gloves of Conquest	10
846	47788	Kel'Thuzad's Gloves of Triumph	10
846	48740	Kel'Thuzad's Gloves 	10
846	47779	Kel'Thuzad's Robe of Triumph	20
846	47786	Kel'Thuzad's Robe of Conquest	20
846	47791	Kel'Thuzad's Robe of Triumph	20
846	48743	Kel'Thuzad's Robe 	20
847	47914	Velen's Cowl of Conquest	1
847	47984	Velen's Cowl of Triumph	1
847	48035	Velen's Cowl of Triumph	1
847	48745	Velen's Cowl 	1
847	47981	Velen's Shoulderpads of Conquest	3
847	47987	Velen's Shoulderpads of Triumph	3
847	48029	Velen's Shoulderpads of Triumph	3
847	48749	Velen's Shoulderpads 	3
847	47980	Velen's Leggings of Conquest	7
847	47985	Velen's Leggings of Triumph	7
847	48033	Velen's Leggings of Triumph	7
847	48747	Velen's Leggings 	7
847	47982	Velen's Gloves of Conquest	10
847	47983	Velen's Gloves of Triumph	10
847	48037	Velen's Gloves of Triumph	10
847	48746	Velen's Gloves 	10
847	47936	Velen's Robe of Conquest	20
847	47986	Velen's Robe of Triumph	20
847	48031	Velen's Robe of Triumph	20
847	48748	Velen's Robe 	20
848	48058	Zabra's Cowl of Triumph	1
848	48065	Zabra's Cowl of Triumph	1
848	48068	Zabra's Cowl of Conquest	1
848	48750	Zabra's Cowl 	1
848	48061	Zabra's Shoulderpads of Triumph	3
848	48062	Zabra's Shoulderpads of Triumph	3
848	48071	Zabra's Shoulderpads of Conquest	3
848	48754	Zabra's Shoulderpads 	3
848	48059	Zabra's Leggings of Triumph	7
848	48064	Zabra's Leggings of Triumph	7
848	48069	Zabra's Leggings of Conquest	7
848	48752	Zabra's Leggings 	7
848	48057	Zabra's Gloves of Triumph	10
848	48066	Zabra's Gloves of Triumph	10
848	48067	Zabra's Gloves of Conquest	10
848	48751	Zabra's Gloves 	10
848	48060	Zabra's Robe of Triumph	20
848	48063	Zabra's Robe of Triumph	20
848	48070	Zabra's Robe of Conquest	20
848	48753	Zabra's Robe 	20
849	48073	Velen's Circlet of Conquest	1
849	48078	Velen's Circlet of Triumph	1
849	48085	Velen's Circlet of Triumph	1
849	48755	Velen's Circlet 	1
849	48076	Velen's Mantle of Conquest	3
849	48081	Velen's Mantle of Triumph	3
849	48082	Velen's Mantle of Triumph	3
849	48757	Velen's Mantle 	3
849	48074	Velen's Pants of Conquest	7
849	48079	Velen's Pants of Triumph	7
849	48084	Velen's Pants of Triumph	7
849	48758	Velen's Pants 	7
849	48072	Velen's Handwraps of Conquest	10
849	48077	Velen's Handwraps of Triumph	10
849	48086	Velen's Handwraps of Triumph	10
849	48756	Velen's Handwraps 	10
849	48075	Velen's Raiments of Conquest	20
849	48080	Velen's Raiments of Triumph	20
849	48083	Velen's Raiments of Triumph	20
849	48759	Velen's Raiments 	20
850	48088	Zabra's Circlet of Triumph	1
850	48095	Zabra's Circlet of Triumph	1
850	48098	Zabra's Circlet of Conquest	1
850	48760	Zabra's Circlet 	1
850	48091	Zabra's Mantle of Triumph	3
850	48092	Zabra's Mantle of Triumph	3
850	48101	Zabra's Mantle of Conquest	3
850	48762	Zabra's Mantle 	3
850	48089	Zabra's Pants of Triumph	7
850	48094	Zabra's Pants of Triumph	7
850	48099	Zabra's Pants of Conquest	7
850	48763	Zabra's Pants 	7
850	48087	Zabra's Handwraps of Triumph	10
850	48096	Zabra's Handwraps of Triumph	10
850	48097	Zabra's Handwraps of Conquest	10
850	48761	Zabra's Handwraps 	10
850	48090	Zabra's Raiments of Triumph	20
850	48093	Zabra's Raiments of Triumph	20
850	48100	Zabra's Raiments of Conquest	20
850	48764	Zabra's Raiments 	20
851	48102	Malfurion's Headpiece of Conquest	1
851	48134	Malfurion's Headpiece of Triumph	1
851	48141	Malfurion's Headpiece of Triumph	1
851	48775	Malfurion's Headpiece 	1
851	48131	Malfurion's Spaulders of Conquest	3
851	48137	Malfurion's Spaulders of Triumph	3
851	48138	Malfurion's Spaulders of Triumph	3
851	48778	Malfurion's Spaulders 	3
851	48130	Malfurion's Leggings of Conquest	7
851	48135	Malfurion's Leggings of Triumph	7
851	48140	Malfurion's Leggings of Triumph	7
851	48776	Malfurion's Leggings 	7
851	48132	Malfurion's Handguards of Conquest	10
851	48133	Malfurion's Handguards of Triumph	10
851	48142	Malfurion's Handguards of Triumph	10
851	48774	Malfurion's Handguards 	10
851	48129	Malfurion's Robe of Conquest	20
851	48136	Malfurion's Robe of Triumph	20
851	48139	Malfurion's Robe of Triumph	20
851	48777	Malfurion's Robe 	20
852	48144	Runetotem's Headpiece of Triumph	1
852	48151	Runetotem's Headpiece of Triumph	1
852	48154	Runetotem's Headpiece of Conquest	1
852	48770	Runetotem's Headpiece 	1
852	48147	Runetotem's Spaulders of Triumph	3
852	48148	Runetotem's Spaulders of Triumph	3
852	48157	Runetotem's Spaulders of Conquest	3
852	48773	Runetotem's Spaulders 	3
852	48145	Runetotem's Leggings of Triumph	7
852	48150	Runetotem's Leggings of Triumph	7
852	48155	Runetotem's Leggings of Conquest	7
852	48771	Runetotem's Leggings 	7
852	48143	Runetotem's Handguards of Triumph	10
852	48152	Runetotem's Handguards of Triumph	10
852	48153	Runetotem's Handguards of Conquest	10
852	48769	Runetotem's Handguards 	10
852	48146	Runetotem's Robe of Triumph	20
852	48149	Runetotem's Robe of Triumph	20
852	48156	Runetotem's Robe of Conquest	20
852	48772	Runetotem's Robe 	20
853	48158	Malfurion's Cover of Conquest	1
853	48164	Malfurion's Cover of Triumph	1
853	48171	Malfurion's Cover of Triumph	1
853	48786	Malfurion's Cover 	1
853	48161	Malfurion's Mantle of Conquest	3
853	48167	Malfurion's Mantle of Triumph	3
853	48168	Malfurion's Mantle of Triumph	3
853	48788	Malfurion's Mantle 	3
853	48160	Malfurion's Trousers of Conquest	7
853	48165	Malfurion's Trousers of Triumph	7
853	48170	Malfurion's Trousers of Triumph	7
853	48789	Malfurion's Trousers 	7
853	48162	Malfurion's Gloves of Conquest	10
853	48163	Malfurion's Gloves of Triumph	10
853	48172	Malfurion's Gloves of Triumph	10
853	48787	Malfurion's Gloves 	10
853	48159	Malfurion's Vestments of Conquest	20
853	48166	Malfurion's Vestments of Triumph	20
853	48169	Malfurion's Vestments of Triumph	20
853	48790	Malfurion's Vestments 	20
854	48174	Runetotem's Cover of Triumph	1
854	48181	Runetotem's Cover of Triumph	1
854	48184	Runetotem's Cover of Conquest	1
854	48781	Runetotem's Cover 	1
854	48177	Runetotem's Mantle of Triumph	3
854	48178	Runetotem's Mantle of Triumph	3
854	48187	Runetotem's Mantle of Conquest	3
854	48783	Runetotem's Mantle 	3
854	48175	Runetotem's Trousers of Triumph	7
854	48180	Runetotem's Trousers of Triumph	7
854	48185	Runetotem's Trousers of Conquest	7
854	48784	Runetotem's Trousers 	7
854	48173	Runetotem's Gloves of Triumph	10
854	48182	Runetotem's Gloves of Triumph	10
854	48183	Runetotem's Gloves of Conquest	10
854	48782	Runetotem's Gloves 	10
854	48176	Runetotem's Vestments of Triumph	20
854	48179	Runetotem's Vestments of Triumph	20
854	48186	Runetotem's Vestments of Conquest	20
854	48785	Runetotem's Vestments 	20
855	48204	Malfurion's Headguard of Triumph	1
855	48211	Malfurion's Headguard of Triumph	1
855	48214	Malfurion's Headguard of Conquest	1
855	48800	Malfurion's Headguard 	1
855	48207	Malfurion's Shoulderpads of Triumph	3
855	48208	Malfurion's Shoulderpads of Triumph	3
855	48217	Malfurion's Shoulderpads of Conquest	3
855	48803	Malfurion's Shoulderpads 	3
855	48205	Malfurion's Legguards of Triumph	7
855	48210	Malfurion's Legguards of Triumph	7
855	48215	Malfurion's Legguards of Conquest	7
855	48801	Malfurion's Legguards 	7
855	48203	Malfurion's Handgrips of Triumph	10
855	48212	Malfurion's Handgrips of Triumph	10
855	48213	Malfurion's Handgrips of Conquest	10
855	48799	Malfurion's Handgrips 	10
855	48206	Malfurion's Raiments of Triumph	20
855	48209	Malfurion's Raiments of Triumph	20
855	48216	Malfurion's Raiments of Conquest	20
855	48802	Malfurion's Raiments 	20
856	48188	Runetotem's Headguard of Conquest	1
856	48194	Runetotem's Headguard of Triumph	1
856	48201	Runetotem's Headguard of Triumph	1
856	48795	Runetotem's Headguard 	1
856	48191	Runetotem's Shoulderpads of Conquest	3
856	48197	Runetotem's Shoulderpads of Triumph	3
856	48198	Runetotem's Shoulderpads of Triumph	3
856	48798	Runetotem's Shoulderpads 	3
856	48190	Runetotem's Legguards of Conquest	7
856	48195	Runetotem's Legguards of Triumph	7
856	48200	Runetotem's Legguards of Triumph	7
856	48796	Runetotem's Legguards 	7
856	48192	Runetotem's Handgrips of Conquest	10
856	48193	Runetotem's Handgrips of Triumph	10
856	48202	Runetotem's Handgrips of Triumph	10
856	48794	Runetotem's Handgrips 	10
856	48189	Runetotem's Raiments of Conquest	20
856	48196	Runetotem's Raiments of Triumph	20
856	48199	Runetotem's Raiments of Triumph	20
856	48797	Runetotem's Raiments 	20
857	48218	VanCleef's Helmet of Conquest	1
857	48225	VanCleef's Helmet of Triumph	1
857	48230	VanCleef's Helmet of Triumph	1
857	48811	VanCleef's Helmet 	1
857	48221	VanCleef's Pauldrons of Conquest	3
857	48227	VanCleef's Pauldrons of Triumph	3
857	48228	VanCleef's Pauldrons of Triumph	3
857	48813	VanCleef's Pauldrons 	3
857	48219	VanCleef's Breastplate of Conquest	5
857	48223	VanCleef's Breastplate of Triumph	5
857	48232	VanCleef's Breastplate of Triumph	5
857	48809	VanCleef's Breastplate 	5
857	48220	VanCleef's Legplates of Conquest	7
857	48226	VanCleef's Legplates of Triumph	7
857	48229	VanCleef's Legplates of Triumph	7
857	48812	VanCleef's Legplates 	7
857	48222	VanCleef's Gauntlets of Conquest	10
857	48224	VanCleef's Gauntlets of Triumph	10
857	48231	VanCleef's Gauntlets of Triumph	10
857	48810	VanCleef's Gauntlets 	10
858	48235	Garona's Helmet of Triumph	1
858	48240	Garona's Helmet of Triumph	1
858	48245	Garona's Helmet of Conquest	1
858	48806	Garona's Helmet 	1
858	48237	Garona's Pauldrons of Triumph	3
858	48238	Garona's Pauldrons of Triumph	3
858	48247	Garona's Pauldrons of Conquest	3
858	48808	Garona's Pauldrons 	3
858	48233	Garona's Breastplate of Triumph	5
858	48242	Garona's Breastplate of Triumph	5
858	48243	Garona's Breastplate of Conquest	5
858	48804	Garona's Breastplate 	5
858	48236	Garona's Legplates of Triumph	7
858	48239	Garona's Legplates of Triumph	7
858	48246	Garona's Legplates of Conquest	7
858	48807	Garona's Legplates 	7
858	48234	Garona's Gauntlets of Triumph	10
858	48241	Garona's Gauntlets of Triumph	10
858	48244	Garona's Gauntlets of Conquest	10
858	48805	Garona's Gauntlets 	10
859	48250	Windrunner's Headpiece of Conquest	1
859	48257	Windrunner's Headpiece of Triumph	1
859	48262	Windrunner's Headpiece of Triumph	1
859	48820	Windrunner's Headpiece 	1
859	48253	Windrunner's Spaulders of Conquest	3
859	48259	Windrunner's Spaulders of Triumph	3
859	48260	Windrunner's Spaulders of Triumph	3
859	48822	Windrunner's Spaulders 	3
859	48251	Windrunner's Tunic of Conquest	5
859	48255	Windrunner's Tunic of Triumph	5
859	48264	Windrunner's Tunic of Triumph	5
859	48823	Windrunner's Tunic 	5
859	48252	Windrunner's Legguards of Conquest	7
859	48258	Windrunner's Legguards of Triumph	7
859	48261	Windrunner's Legguards of Triumph	7
859	48821	Windrunner's Legguards 	7
859	48254	Windrunner's Handguards of Conquest	10
859	48256	Windrunner's Handguards of Triumph	10
859	48263	Windrunner's Handguards of Triumph	10
859	48819	Windrunner's Handguards 	10
860	48267	Windrunner's Headpiece of Triumph	1
860	48272	Windrunner's Headpiece of Triumph	1
860	48277	Windrunner's Headpiece of Conquest	1
860	48815	Windrunner's Headpiece 	1
860	48269	Windrunner's Spaulders of Triumph	3
860	48270	Windrunner's Spaulders of Triumph	3
860	48279	Windrunner's Spaulders of Conquest	3
860	48817	Windrunner's Spaulders 	3
860	48265	Windrunner's Tunic of Triumph	5
860	48274	Windrunner's Tunic of Triumph	5
860	48275	Windrunner's Tunic of Conquest	5
860	48818	Windrunner's Tunic 	5
860	48268	Windrunner's Legguards of Triumph	7
860	48271	Windrunner's Legguards of Triumph	7
860	48278	Windrunner's Legguards of Conquest	7
860	48816	Windrunner's Legguards 	7
860	48266	Windrunner's Handguards of Triumph	10
860	48273	Windrunner's Handguards of Triumph	10
860	48276	Windrunner's Handguards of Conquest	10
860	48814	Windrunner's Handguards 	10
861	48280	Nobundo's Headpiece of Conquest	1
861	48287	Nobundo's Headpiece of Triumph	1
861	48292	Nobundo's Headpiece of Triumph	1
861	48825	Nobundo's Headpiece 	1
861	48283	Nobundo's Spaulders of Conquest	3
861	48289	Nobundo's Spaulders of Triumph	3
861	48290	Nobundo's Spaulders of Triumph	3
861	48827	Nobundo's Spaulders 	3
861	48281	Nobundo's Tunic of Conquest	5
861	48285	Nobundo's Tunic of Triumph	5
861	48294	Nobundo's Tunic of Triumph	5
861	48828	Nobundo's Tunic 	5
861	48282	Nobundo's Legguards of Conquest	7
861	48288	Nobundo's Legguards of Triumph	7
861	48291	Nobundo's Legguards of Triumph	7
861	48826	Nobundo's Legguards 	7
861	48284	Nobundo's Handguards of Conquest	10
861	48286	Nobundo's Handguards of Triumph	10
861	48293	Nobundo's Handguards of Triumph	10
861	48824	Nobundo's Handguards 	10
862	48297	Thrall's Headpiece of Conquest	1
862	48302	Thrall's Headpiece of Triumph	1
862	48307	Thrall's Headpiece of Triumph	1
862	48830	Thrall's Headpiece 	1
862	48299	Thrall's Spaulders of Conquest	3
862	48304	Thrall's Spaulders of Triumph	3
862	48309	Thrall's Spaulders of Triumph	3
862	48832	Thrall's Spaulders 	3
862	48295	Thrall's Tunic of Conquest	5
862	48300	Thrall's Tunic of Triumph	5
862	48305	Thrall's Tunic of Triumph	5
862	48833	Thrall's Tunic 	5
862	48298	Thrall's Legguards of Conquest	7
862	48303	Thrall's Legguards of Triumph	7
862	48308	Thrall's Legguards of Triumph	7
862	48831	Thrall's Legguards 	7
862	48296	Thrall's Handguards of Conquest	10
862	48301	Thrall's Handguards of Triumph	10
862	48306	Thrall's Handguards of Triumph	10
862	48829	Thrall's Handguards 	10
863	48328	Thrall's Helm of Triumph	1
863	48333	Thrall's Helm of Triumph	1
863	48338	Thrall's Helm of Conquest	1
863	48843	Thrall's Helm 	1
863	48330	Thrall's Shoulderpads of Triumph	3
863	48331	Thrall's Shoulderpads of Triumph	3
863	48340	Thrall's Shoulderpads of Conquest	3
863	48845	Thrall's Shoulderpads 	3
863	48326	Thrall's Hauberk of Triumph	5
863	48335	Thrall's Hauberk of Triumph	5
863	48336	Thrall's Hauberk of Conquest	5
863	48842	Thrall's Hauberk 	5
863	48329	Thrall's Kilt of Triumph	7
863	48332	Thrall's Kilt of Triumph	7
863	48339	Thrall's Kilt of Conquest	7
863	48844	Thrall's Kilt 	7
863	48327	Thrall's Gloves of Triumph	10
863	48334	Thrall's Gloves of Triumph	10
863	48337	Thrall's Gloves of Conquest	10
863	48841	Thrall's Gloves 	10
864	48313	Nobundo's Helm of Conquest	1
864	48318	Nobundo's Helm of Triumph	1
864	48323	Nobundo's Helm of Triumph	1
864	48838	Nobundo's Helm 	1
864	48315	Nobundo's Shoulderpads of Conquest	3
864	48320	Nobundo's Shoulderpads of Triumph	3
864	48321	Nobundo's Shoulderpads of Triumph	3
864	48840	Nobundo's Shoulderpads 	3
864	48310	Nobundo's Hauberk of Conquest	5
864	48316	Nobundo's Hauberk of Triumph	5
864	48325	Nobundo's Hauberk of Triumph	5
864	48837	Nobundo's Hauberk 	5
864	48314	Nobundo's Kilt of Conquest	7
864	48319	Nobundo's Kilt of Triumph	7
864	48322	Nobundo's Kilt of Triumph	7
864	48839	Nobundo's Kilt 	7
864	48312	Nobundo's Gloves of Conquest	10
864	48317	Nobundo's Gloves of Triumph	10
864	48324	Nobundo's Gloves of Triumph	10
864	48836	Nobundo's Gloves 	10
865	48343	Nobundo's Faceguard of Conquest	1
865	48348	Nobundo's Faceguard of Triumph	1
865	48353	Nobundo's Faceguard of Triumph	1
865	48847	Nobundo's Faceguard 	1
865	48345	Nobundo's Shoulderguards of Conquest	3
865	48350	Nobundo's Shoulderguards of Triumph	3
865	48351	Nobundo's Shoulderguards of Triumph	3
865	48849	Nobundo's Shoulderguards 	3
865	48341	Nobundo's Chestguard of Conquest	5
865	48346	Nobundo's Chestguard of Triumph	5
865	48355	Nobundo's Chestguard of Triumph	5
865	48846	Nobundo's Chestguard 	5
865	48344	Nobundo's War-Kilt of Conquest	7
865	48349	Nobundo's War-Kilt of Triumph	7
865	48352	Nobundo's War-Kilt of Triumph	7
865	48850	Nobundo's War-Kilt 	7
865	48342	Nobundo's Grips of Conquest	10
865	48347	Nobundo's Grips of Triumph	10
865	48354	Nobundo's Grips of Triumph	10
865	48848	Nobundo's Grips 	10
866	48358	Thrall's Faceguard of Triumph	1
866	48363	Thrall's Faceguard of Triumph	1
866	48368	Thrall's Faceguard of Conquest	1
866	48852	Thrall's Faceguard 	1
866	48360	Thrall's Shoulderguards of Triumph	3
866	48361	Thrall's Shoulderguards of Triumph	3
866	48370	Thrall's Shoulderguards of Conquest	3
866	48854	Thrall's Shoulderguards 	3
866	48356	Thrall's Chestguard of Triumph	5
866	48365	Thrall's Chestguard of Triumph	5
866	48366	Thrall's Chestguard of Conquest	5
866	48851	Thrall's Chestguard 	5
866	48359	Thrall's War-Kilt of Triumph	7
866	48362	Thrall's War-Kilt of Triumph	7
866	48369	Thrall's War-Kilt of Conquest	7
866	48855	Thrall's War-Kilt 	7
866	48357	Thrall's Grips of Triumph	10
866	48364	Thrall's Grips of Triumph	10
866	48367	Thrall's Grips of Conquest	10
866	48853	Thrall's Grips 	10
867	48371	Wrynn's Helmet of Conquest	1
867	48378	Wrynn's Helmet of Triumph	1
867	48383	Wrynn's Helmet of Triumph	1
867	48867	Wrynn's Helmet 	1
867	48374	Wrynn's Shoulderplates of Conquest	3
867	48380	Wrynn's Shoulderplates of Triumph	3
867	48381	Wrynn's Shoulderplates of Triumph	3
867	48869	Wrynn's Shoulderplates 	3
867	48372	Wrynn's Battleplate of Conquest	5
867	48376	Wrynn's Battleplate of Triumph	5
867	48385	Wrynn's Battleplate of Triumph	5
867	48865	Wrynn's Battleplate 	5
867	48373	Wrynn's Legplates of Conquest	7
867	48379	Wrynn's Legplates of Triumph	7
867	48382	Wrynn's Legplates of Triumph	7
867	48868	Wrynn's Legplates 	7
867	48375	Wrynn's Gauntlets of Conquest	10
867	48377	Wrynn's Gauntlets of Triumph	10
867	48384	Wrynn's Gauntlets of Triumph	10
867	48866	Wrynn's Gauntlets 	10
868	48388	Hellscream's Helmet of Conquest	1
868	48393	Hellscream's Helmet of Triumph	1
868	48398	Hellscream's Helmet of Triumph	1
868	48862	Hellscream's Helmet 	1
868	48390	Hellscream's Shoulderplates of Conquest	3
868	48395	Hellscream's Shoulderplates of Triumph	3
868	48400	Hellscream's Shoulderplates of Triumph	3
868	48864	Hellscream's Shoulderplates 	3
868	48386	Hellscream's Battleplate of Conquest	5
868	48391	Hellscream's Battleplate of Triumph	5
868	48396	Hellscream's Battleplate of Triumph	5
868	48860	Hellscream's Battleplate 	5
868	48389	Hellscream's Legplates of Conquest	7
868	48394	Hellscream's Legplates of Triumph	7
868	48399	Hellscream's Legplates of Triumph	7
868	48863	Hellscream's Legplates 	7
868	48387	Hellscream's Gauntlets of Conquest	10
868	48392	Hellscream's Gauntlets of Triumph	10
868	48397	Hellscream's Gauntlets of Triumph	10
868	48861	Hellscream's Gauntlets 	10
869	48429	Wrynn's Greathelm of Conquest	1
869	48430	Wrynn's Greathelm of Triumph	1
869	48433	Wrynn's Greathelm of Triumph	1
869	48876	Wrynn's Greathelm 	1
869	48448	Wrynn's Pauldrons of Conquest	3
869	48454	Wrynn's Pauldrons of Triumph	3
869	48455	Wrynn's Pauldrons of Triumph	3
869	48879	Wrynn's Pauldrons 	3
869	48436	Wrynn's Breastplate of Conquest	5
869	48450	Wrynn's Breastplate of Triumph	5
869	48451	Wrynn's Breastplate of Triumph	5
869	48875	Wrynn's Breastplate 	5
869	48445	Wrynn's Legguards of Conquest	7
869	48446	Wrynn's Legguards of Triumph	7
869	48447	Wrynn's Legguards of Triumph	7
869	48878	Wrynn's Legguards 	7
869	48449	Wrynn's Handguards of Conquest	10
869	48452	Wrynn's Handguards of Triumph	10
869	48453	Wrynn's Handguards of Triumph	10
869	48877	Wrynn's Handguards 	10
870	48458	Hellscream's Greathelm of Conquest	1
870	48463	Hellscream's Greathelm of Triumph	1
870	48468	Hellscream's Greathelm of Triumph	1
870	48871	Hellscream's Greathelm 	1
870	48460	Hellscream's Pauldrons of Conquest	3
870	48465	Hellscream's Pauldrons of Triumph	3
870	48470	Hellscream's Pauldrons of Triumph	3
870	48874	Hellscream's Pauldrons 	3
870	48456	Hellscream's Breastplate of Conquest	5
870	48461	Hellscream's Breastplate of Triumph	5
870	48466	Hellscream's Breastplate of Triumph	5
870	48870	Hellscream's Breastplate 	5
870	48459	Hellscream's Legguards of Conquest	7
870	48464	Hellscream's Legguards of Triumph	7
870	48469	Hellscream's Legguards of Triumph	7
870	48873	Hellscream's Legguards 	7
870	48457	Hellscream's Handguards of Conquest	10
870	48462	Hellscream's Handguards of Triumph	10
870	48467	Hellscream's Handguards of Triumph	10
870	48872	Hellscream's Handguards 	10
871	48472	Thassarian's Helmet of Conquest	1
871	48483	Thassarian's Helmet of Triumph	1
871	48488	Thassarian's Helmet of Triumph	1
871	48887	Thassarian's Helmet 	1
871	48478	Thassarian's Shoulderplates of Conquest	3
871	48485	Thassarian's Shoulderplates of Triumph	3
871	48486	Thassarian's Shoulderplates of Triumph	3
871	48889	Thassarian's Shoulderplates 	3
871	48474	Thassarian's Battleplate of Conquest	5
871	48481	Thassarian's Battleplate of Triumph	5
871	48490	Thassarian's Battleplate of Triumph	5
871	48885	Thassarian's Battleplate 	5
871	48476	Thassarian's Legplates of Conquest	7
871	48484	Thassarian's Legplates of Triumph	7
871	48487	Thassarian's Legplates of Triumph	7
871	48888	Thassarian's Legplates 	7
871	48480	Thassarian's Gauntlets of Conquest	10
871	48482	Thassarian's Gauntlets of Triumph	10
871	48489	Thassarian's Gauntlets of Triumph	10
871	48886	Thassarian's Gauntlets 	10
872	48493	Koltira's Helmet of Triumph	1
872	48498	Koltira's Helmet of Triumph	1
872	48503	Koltira's Helmet of Conquest	1
872	48882	Koltira's Helmet 	1
872	48495	Koltira's Shoulderplates of Triumph	3
872	48496	Koltira's Shoulderplates of Triumph	3
872	48505	Koltira's Shoulderplates of Conquest	3
872	48884	Koltira's Shoulderplates 	3
872	48491	Koltira's Battleplate of Triumph	5
872	48500	Koltira's Battleplate of Triumph	5
872	48501	Koltira's Battleplate of Conquest	5
872	48880	Koltira's Battleplate 	5
872	48494	Koltira's Legplates of Triumph	7
872	48497	Koltira's Legplates of Triumph	7
872	48504	Koltira's Legplates of Conquest	7
872	48883	Koltira's Legplates 	7
872	48492	Koltira's Gauntlets of Triumph	10
872	48499	Koltira's Gauntlets of Triumph	10
872	48502	Koltira's Gauntlets of Conquest	10
872	48881	Koltira's Gauntlets 	10
873	48529	Thassarian's Faceguard of Conquest	1
873	48540	Thassarian's Faceguard of Triumph	1
873	48545	Thassarian's Faceguard of Triumph	1
873	48896	Thassarian's Faceguard 	1
873	48535	Thassarian's Pauldrons of Conquest	3
873	48542	Thassarian's Pauldrons of Triumph	3
873	48543	Thassarian's Pauldrons of Triumph	3
873	48899	Thassarian's Pauldrons 	3
873	48531	Thassarian's Chestguard of Conquest	5
873	48538	Thassarian's Chestguard of Triumph	5
873	48547	Thassarian's Chestguard of Triumph	5
873	48895	Thassarian's Chestguard 	5
873	48533	Thassarian's Legguards of Conquest	7
873	48541	Thassarian's Legguards of Triumph	7
873	48544	Thassarian's Legguards of Triumph	7
873	48898	Thassarian's Legguards 	7
873	48537	Thassarian's Handguards of Conquest	10
873	48539	Thassarian's Handguards of Triumph	10
873	48546	Thassarian's Handguards of Triumph	10
873	48897	Thassarian's Handguards 	10
874	48550	Koltira's Faceguard of Triumph	1
874	48555	Koltira's Faceguard of Triumph	1
874	48560	Koltira's Faceguard of Conquest	1
874	48891	Koltira's Faceguard 	1
874	48552	Koltira's Pauldrons of Triumph	3
874	48553	Koltira's Pauldrons of Triumph	3
874	48562	Koltira's Pauldrons of Conquest	3
874	48894	Koltira's Pauldrons 	3
874	48548	Koltira's Chestguard of Triumph	5
874	48557	Koltira's Chestguard of Triumph	5
874	48558	Koltira's Chestguard of Conquest	5
874	48890	Koltira's Chestguard 	5
874	48551	Koltira's Legguards of Triumph	7
874	48554	Koltira's Legguards of Triumph	7
874	48561	Koltira's Legguards of Conquest	7
874	48893	Koltira's Legguards 	7
874	48549	Koltira's Handguards of Triumph	10
874	48556	Koltira's Handguards of Triumph	10
874	48559	Koltira's Handguards of Conquest	10
874	48892	Koltira's Handguards 	10
875	48564	Turalyon's Headpiece of Conquest	1
875	48577	Turalyon's Headpiece of Triumph	1
875	48582	Turalyon's Headpiece of Triumph	1
875	48902	Turalyon's Headpiece 	1
875	48572	Turalyon's Spaulders of Conquest	3
875	48579	Turalyon's Spaulders of Triumph	3
875	48580	Turalyon's Spaulders of Triumph	3
875	48901	Turalyon's Spaulders 	3
875	48566	Turalyon's Tunic of Conquest	5
875	48575	Turalyon's Tunic of Triumph	5
875	48584	Turalyon's Tunic of Triumph	5
875	48900	Turalyon's Tunic 	5
875	48568	Turalyon's Greaves of Conquest	7
875	48578	Turalyon's Greaves of Triumph	7
875	48581	Turalyon's Greaves of Triumph	7
875	48903	Turalyon's Greaves 	7
875	48574	Turalyon's Gloves of Conquest	10
875	48576	Turalyon's Gloves of Triumph	10
875	48583	Turalyon's Gloves of Triumph	10
875	48904	Turalyon's Gloves 	10
876	48587	Liadrin's Headpiece of Triumph	1
876	48592	Liadrin's Headpiece of Triumph	1
876	48597	Liadrin's Headpiece of Conquest	1
876	48907	Liadrin's Headpiece 	1
876	48585	Liadrin's Spaulders of Triumph	3
876	48590	Liadrin's Spaulders of Triumph	3
876	48595	Liadrin's Spaulders of Conquest	3
